"","id","lon","lat"
"271",2818547345,635195.303862163,4840331.51434485
"272",2818530361,633108.408385029,4845418.49369509
"273",2818509362,645781.916016799,4849399.20365333
"274",2814251914,628169.163791563,4844706.43483943
"275",2814182573,624565.819162032,4856911.00008517
"276",2814113572,623794.662830263,4833649.3963445
"277",2814099174,648419.794201435,4852858.00306936
"278",2814091823,621897.582876304,4852202.83435347
"279",2814046790,624556.612462015,4833037.14294585
"280",2813994948,648542.914059995,4853387.46913904
"281",2813924595,614387.663169233,4841732.8880114
"282",2803138309,633904.531342636,4838055.78648065
"283",2803110403,628236.834415046,4844760.3996139
"284",2803071784,623953.578644661,4834517.3697709
"285",2802940010,632616.750830158,4856996.47271138
"286",2802920294,647189.792213262,4853850.99303189
"287",2802876552,631701.611133493,4837935.35600049
"288",2802753339,631782.095743304,4838462.25599151
"289",2802718203,631698.230488703,4837341.53459429
"290",2802709696,636951.12845942,4846830.64538963
"291",2802660349,629162.823467533,4854459.60565985
"292",2802657082,622599.273559272,4850338.96687136
"293",2802536899,622440.055533467,4850113.27553548
"294",2641416273,647116.394284453,4853473.78005715
"295",2634286435,631773.891417576,4839360.72848482
"296",2634111945,621871.922503013,4845016.8168085
"297",2634095126,614886.351211703,4843473.67474843
"298",2597713743,634844.881171616,4838563.23698176
"299",2596244942,616909.419045748,4855152.47947332
"300",2595992005,622081.310105367,4844344.48065506
"301",2574274012,634665.511828927,4840037.92799454
"302",2574129565,623350.018563889,4849241.01894047
"303",2543092193,620044.046147735,4836921.48687917
"304",2529387146,645730.202845649,4849632.31130264
"305",2518149884,635785.357376967,4838716.49923043
"306",2518041293,634796.836441629,4838826.59646971
"307",2465118784,631588.917548728,4838400.67420216
"308",2445044345,634345.936635816,4840087.93680434
"309",2429591673,620227.153049389,4837227.5220414
"310",2429423146,650156.841250888,4848678.19845246
"311",2429415052,646081.644420654,4853854.34348486
"312",2423069700,633695.945874116,4844877.58733439
"313",2422876033,610849.675478883,4840328.63455617
"314",2422875956,610293.87005603,4840707.92889703
"315",2422875351,610140.665560373,4831777.52116207
"316",2422875284,610087.015347325,4831821.07593099
"317",2422875282,610082.800418736,4831822.22866175
"318",2350449576,610345.816351482,4840719.5630952
"319",2350449417,610144.569643057,4841522.33851675
"320",2350449282,610819.927857782,4840343.80520815
"321",2350448153,610137.049632054,4841084.2821016
"322",2350431571,612011.026276414,4833659.80291959
"323",2350421100,624328.286420764,4833926.7074463
"324",2350413856,634549.747252007,4844172.65127342
"325",2331956573,632074.365928005,4839135.44672502
"326",2294667060,635159.940075039,4838078.49786004
"327",2294652950,623591.185301116,4833964.27303077
"328",2294647916,624197.309891441,4833602.7491067
"329",2294545832,635361.543321538,4841340.20400418
"330",2273232304,647009.557097957,4853349.51853813
"331",2269323492,630566.639042812,4847129.08019953
"332",2269296714,632821.664902074,4846878.30687695
"333",2269262667,636193.345200578,4851437.38435569
"334",2265830390,611463.910687015,4855191.38069137
"335",2251998433,634923.087621499,4838627.25874276
"336",1948774699,627018.389373315,4854930.28052369
"337",1913155151,648685.216428576,4852103.29870212
"338",1883927468,646544.421387595,4853725.84467278
"339",1883472676,612104.784764298,4842099.99633724
"340",1880637054,631642.822750202,4842512.48385473
"341",1850919301,639018.296864643,4852698.37887907
"342",1848762985,622442.454106591,4848463.44175783
"343",1806337460,623918.060331461,4833185.2782937
"344",1572374218,647065.874358101,4853415.21344835
"345",1571180745,647156.318359775,4853338.42871171
"346",1291156609,623591.615966069,4833447.21831812
"347",1227716954,634914.736206965,4843444.91709445
"348",1098909250,634515.716324494,4844238.2977083
"349",4258622,626633.573610718,4847497.39510463
"350",7807624,637684.665849005,4839766.47227611
"351",7807626,634262.711437425,4840322.37032578
"352",7807664,634278.655252856,4840491.5766809
"353",8502359,630284.959612884,4847578.88763048
"354",8551561,637689.853002747,4853202.3251973
"355",8777263,636620.790636451,4853508.06898609
"356",8812101,639025.933589901,4854292.37180092
"357",8532875,638406.517025698,4840294.72515752
"358",8688453,641728.814984636,4841191.08311152
"359",8253329,630322.641481261,4851289.52399821
"360",8169330,645584.124262102,4847943.33106328
"361",8174725,625651.260216354,4835380.74393492
"362",8254284,642340.463229949,4840894.08152094
"363",8270860,626842.497104595,4840018.46634871
"364",8270868,625899.075233431,4840208.38269871
"365",8497199,640251.124683763,4852495.79688666
"366",8501392,638764.690762227,4852084.62161887
"367",8498652,634083.36354198,4843392.04982591
"368",8500233,639126.379084532,4839287.44525275
"369",8524060,631513.228296838,4850535.17540348
"370",10500778,631234.386017546,4850431.89767514
"371",10500840,631342.271411243,4850470.69089304
"372",10500841,631345.620876061,4850464.09042568
"373",8286233,631758.711941443,4838421.4631183
"374",8525972,627438.304487355,4836416.7021992
"375",8540221,632047.788960968,4847359.14393474
"376",8540222,632263.49417343,4847120.09235793
"377",8540223,632083.92393006,4847160.97503483
"378",8540224,632158.051053971,4847118.00083739
"379",8540226,632051.813360387,4847359.2236697
"380",9316259,632888.977650862,4846684.76264759
"381",8551655,631455.25833214,4847721.8664291
"382",8551656,632574.230043159,4848055.13939916
"383",8559876,627272.467787821,4845704.10076816
"384",8796469,631806.758308254,4838479.07505788
"385",10602402,631636.435563398,4850368.72417084
"386",9509559,625620.393145059,4834060.27007739
"387",9480207,620964.538515091,4844888.97484404
"388",9447771,648482.0254119,4852679.9296052
"389",9447773,648287.413079658,4852818.93681515
"390",8169967,634801.241696559,4843272.06953983
"391",9316262,631566.938676659,4848508.49781443
"392",9316263,631597.695705778,4847970.22783402
"393",9546960,637752.356993423,4837342.30970766
"394",9499568,640557.268079678,4839831.84702417
"395",8657138,631252.584283147,4848364.52289518
"396",9523135,639292.124153757,4838568.66776791
"397",9483747,632253.26436435,4843289.9751015
"398",9513297,639288.09435204,4838568.58378171
"399",9464579,640137.919972409,4839838.59330867
"400",4776924,631998.648379268,4843576.03722292
"401",4909525,610760.452261486,4842505.38097568
"402",4912164,645495.9825081,4856058.68551602
"403",4998592,622321.048051454,4835592.33071533
"404",4733934,635631.528594031,4838767.81928975
"405",3173996,611899.024021339,4842301.07026984
"406",3943089,645940.913173071,4854071.60558174
"407",7625673,636813.210114481,4839727.45836673
"408",7625674,636725.91370326,4839581.22735351
"409",7656666,637698.621057553,4839793.42663174
"410",7623639,630316.988934057,4851290.52441977
"411",10489229,621624.914190412,4833822.04130065
"412",10662891,631888.212250279,4834060.85809321
"413",11460969,618499.213030881,4841439.52708585
"414",11460970,619309.12996486,4841706.14579812
"415",12051815,617243.833735176,4844370.3624652
"416",11303022,631758.504583027,4843579.06865368
"417",12110319,632364.524960309,4838121.22170505
"418",12108595,628991.770977033,4832222.29722879
"419",11426811,632277.869554298,4851139.20405351
"420",11388312,625864.888826371,4840611.04390275
"421",9446676,622436.205189858,4836483.24066334
"422",11376771,640516.298579926,4840169.88134294
"423",12049358,634890.396286583,4834218.46870392
"424",12038984,638506.2168431,4848106.9130908
"425",12260371,615342.184581376,4844556.07362001
"426",10698428,634284.094294578,4840501.68585104
